URL,Puan,Yaş Derecelendirmesi,Kategori,Geliştirici,Dil
https://apps.apple.com/tr/app/airline-empire-manager/id6758865591?l=tr,N/A,4+,Strateji,VDTruck LLC,EN
https://apps.apple.com/tr/app/racing-master/id6461415696?l=tr,"4,7",13+,Yarış,NETEASE INTERACTIVE ENTERTAINMENT PTE. LTD,EN
https://apps.apple.com/tr/app/neo-artifacts-strategy-rpg/id6760394762?l=tr,N/A,16+,Kart,Dragonest,EN
https://apps.apple.com/tr/app/nte-neverness-to-everness/id6754593077?l=tr,"4,4",13+,RYO,N2E ENTERTAINMENT PTE. LTD.,DE
https://apps.apple.com/tr/app/beholder-conductor/id6748957041?l=tr,"3,6",13+,Macera,Plug In Digital,TR
https://apps.apple.com/tr/app/abend-meltdown/id6737458201?l=tr,N/A,9+,Bulmaca,Laszlo Pinter,DE
https://apps.apple.com/tr/app/shattered-dimension/id6743739470?l=tr,"4,0",4+,Bulmaca,"COTTONGAME Network Technology Co., Ltd.",EN
https://apps.apple.com/tr/app/galaxy-cruiser/id6762054581?l=tr,"5,0",4+,Basit Eğlence,Kadir Yazgan,TR
https://apps.apple.com/tr/app/control-ultimate-edition/id6502953520?l=tr,"4,0",18+,Aksiyon,Remedy Entertainment PLC,EN
https://apps.apple.com/tr/app/bacon-in-zane/id6751200829?l=tr,"4,4",13+,Basit Eğlence,Philipp Stollenmayer,DE
https://apps.apple.com/tr/app/factory-balls-go/id6759607863?l=tr,"5,0",9+,Bulmaca,Bart BONTE,TR
https://apps.apple.com/tr/app/nubbys-number-factory/id6746919411?l=tr,N/A,4+,Bulmaca,MogDogBlog Productions,EN
https://apps.apple.com/tr/app/hearthside-a-teeny-tiny-game/id6759380444?l=tr,N/A,4+,Masa,Short Circuit Studio,DE
https://apps.apple.com/tr/app/farm-rush-harvest-tycoon/id6751950337?l=tr,"5,0",13+,Simülasyon,Miniclip.com,TR
https://apps.apple.com/tr/app/dicero/id6740966864?l=tr,"4,9",9+,Basit Eğlence,HABBY,ZH
https://apps.apple.com/tr/app/critter-spin/id6759133216?l=tr,N/A,4+,Bulmaca,Julian Damy,EN
https://apps.apple.com/tr/app/cozy-crosswords/id6757707409?l=tr,N/A,4+,Kelime,"Mulberry Tree Games, LLC",EN
https://apps.apple.com/tr/app/merchant-of-the-skies/id6754459969?l=tr,"5,0",4+,Simülasyon,Astral Ride,DE
https://apps.apple.com/tr/app/clay-jam-classic/id6759738137?l=tr,"5,0",4+,Aksiyon,YumYumYukYuk,EN
https://apps.apple.com/tr/app/my-mole/id6757511306?l=tr,"4,7",4+,Basit Eğlence,GAME START LLC,DE
https://apps.apple.com/tr/app/alien-morgue/id6760113695?l=tr,"5,0",13+,Simülasyon,ARTEM GUMENNIKOV,ZH
https://apps.apple.com/tr/app/chess-reels-puzzles-tactics/id6760829181?l=tr,"5,0",4+,Masa,Empire Dating Apps Limited,EN
https://apps.apple.com/tr/app/card-crawl-2/id6744351421?l=tr,N/A,N/A,N/A,N/A,N/A
https://apps.apple.com/tr/app/humbug-2/id6753792967?l=tr,"4,3",13+,Bulmaca,Dunderbit,EN
https://apps.apple.com/tr/app/this-aint-even-poker-ya-joker/id6757846100?l=tr,"5,0",4+,Strateji,Doghowl Games Ltd.,EN
https://apps.apple.com/tr/app/pixel-flow/id6751056652?l=tr,"4,2",13+,Bulmaca,Loom Games Oyun Yazilim ve Pazarlama Anonim Sirketi,TR
https://apps.apple.com/tr/app/viking-island-merge-adventure/id6740337084?l=tr,"4,7",4+,Bulmaca,Pine Games,TR
https://apps.apple.com/tr/app/sosyal-lig-futbol-oyunu/id725481540?l=tr,"3,8",18+,Spor,Rune Games,TR
https://apps.apple.com/tr/app/secrets-of-paradise-merge-game/id6743236882?l=tr,"4,8",13+,Bulmaca,uGo games FZE,TR
https://apps.apple.com/tr/app/capital-kings-idle-tycoon/id6738362686?l=tr,"3,3",18+,Masa,Lighthouse Games Studio,TR
https://apps.apple.com/tr/app/light-bloom-bulmaca-oyunu/id6751227232?l=tr,"5,0",4+,Bulmaca,muhammed ali tuna,EN
https://apps.apple.com/tr/app/roy-story-match-3-blast-games/id6751541328?l=tr,"4,7",4+,Bulmaca,Velo Oyun Yazılım ve Pazarlama Anonim Şirketi,TR
https://apps.apple.com/tr/app/cube-busters/id6737197130?l=tr,"4,8",4+,Bulmaca,Spyke Games,DE
https://apps.apple.com/tr/app/smashing-four/id1230892664?l=tr,"4,5",13+,Strateji,By Aliens L.L.C - F.Z,TR
https://apps.apple.com/tr/app/rune-puzzle-match-blast/id6499326939?l=tr,"4,6",4+,Bulmaca,Velo Oyun Yazılım ve Pazarlama Anonim Şirketi,EN
https://apps.apple.com/tr/app/kitchen-masters/id6474870266?l=tr,"4,8",4+,Bulmaca,Bigger Games,TR
https://apps.apple.com/tr/app/goal-battle-futbol-oyunlar%C4%B1/id6477293095?l=tr,"4,7",9+,Spor,Mage Games,TR
https://apps.apple.com/tr/app/dedektif-katy-gizli-objeler/id1645253707?l=tr,"4,6",13+,Macera,MoraLabs,TR
https://apps.apple.com/tr/app/summer-love-merge-story/id6478007896?l=tr,"4,9",4+,Bulmaca,Susa Games,TR
https://apps.apple.com/tr/app/petrolhead-extreme-car-driving/id6473174505?l=tr,"4,4",4+,Yarış,Lethe Studios,TR
https://apps.apple.com/tr/app/islash-masters/id949498190?l=tr,"4,3",13+,Bulmaca,Duello,DE
https://apps.apple.com/tr/app/goka-street/id1595129335?l=tr,"4,5",13+,Spor,Blay Games,TR
https://apps.apple.com/tr/app/kingdom-clash-sava%C5%9F-oyunu/id1611722542?l=tr,"4,6",13+,Strateji,AI Games FZ,TR
https://apps.apple.com/tr/app/find-the-cat-gizli-nesneler/id6523424272?l=tr,"4,9",4+,Bulmaca,Agave Games,EN
https://apps.apple.com/tr/app/farmington-farm-game/id1583061098?l=tr,"4,6",9+,Simülasyon,uGo games FZE,TR
https://apps.apple.com/tr/app/drift-max-pro-drift-racing/id1327721379?l=tr,"4,7",9+,Yarış,TIRAMISU STUDIOS YAZILIM HIZMETLERI ANONIM SIRKETI,EN
https://apps.apple.com/tr/app/highway-racer-pro/id6741471925?l=tr,"4,6",4+,Yarış,Spektra Games,DE
https://apps.apple.com/tr/app/polygun-arena-sava%C5%9F-fps/id6451040780?l=tr,"4,7",13+,Aksiyon,SIRIUS GAMES,TR
https://apps.apple.com/tr/app/o-benim-yerim-zeka-oyunu/id6532601126?l=tr,"4,7",13+,Bulmaca,ROOFTOP GAMES OYUN TEKNOLOJILERI ANONIM SIRKETI,TR
https://apps.apple.com/tr/app/merge-studio-fashion-makeover/id1615964753?l=tr,"4,6",4+,Basit Eğlence,Paxie Games,DE
https://apps.apple.com/tr/app/goodwill-tiles-match-rescue/id6717585856?l=tr,"4,7",4+,Bulmaca,Libra,EN
https://apps.apple.com/tr/app/galaxy-attack-space-shooter/id1225548580?l=tr,"4,6",9+,Basit Eğlence,GAU TECHNOLOGY LTD.,ZH
https://apps.apple.com/tr/app/cafeland-restoran-oyunu/id1147665432?l=tr,"4,5",4+,Aile,Gamegos Teknoloji A.S.,TR
https://apps.apple.com/tr/app/blitz-busters/id6467716382?l=tr,"4,6",4+,Bulmaca,Spyke Games,DE
https://apps.apple.com/tr/app/triple-match-city/id6450110217?l=tr,"4,6",4+,Bulmaca,Breeze Games L.L.C-FZ,EN
https://apps.apple.com/tr/app/raid-rush-tower-defense-td/id1662335371?l=tr,"4,4",13+,Strateji,Panteon Yazilim Oyun Egitim Teknolojileri ve Hizmetleri Sanayi Ticaret Anonim Sirketi,DE
https://apps.apple.com/tr/app/match-villains/id6479752688?l=tr,"4,6",4+,Bulmaca,Good Job Games,DE
https://apps.apple.com/tr/app/car-match-traffic-puzzle/id6504421808?l=tr,"4,5",13+,Bulmaca,Grand Games A.Ş.,TR
https://apps.apple.com/tr/app/royal-match/id1482155847?l=tr,"4,7",13+,Bulmaca,Dream Games,TR
https://apps.apple.com/tr/app/zen-match-relaxing-puzzle/id1560124228?l=tr,N/A,N/A,N/A,N/A,N/A
https://apps.apple.com/tr/app/kafa-topu-2-futbol-oyunu/id1193933380?l=tr,"4,4",9+,Spor,MASOMO LIMITED,TR
https://apps.apple.com/tr/app/fionas-farm/id1585193132?l=tr,"4,8",4+,Bulmaca,Ace Academy Teknoloji A.Ş.,EN
https://apps.apple.com/tr/app/food-inc/id1659416236?l=tr,"4,1",4+,Basit Eğlence,CREALODE GAMES YAZILIM VE TEKNOLOJI ANONIM SIRKETI,EN
https://apps.apple.com/tr/app/hocus-2/id1532229040?l=tr,"4,7",4+,Bulmaca,GAMEBRAIN YAZILIM TEKNOLOJILERI ANONIM SIRKETI,EN
https://apps.apple.com/tr/app/petrolhead-sokak-yar%C4%B1%C5%9F%C4%B1/id1514871568?l=tr,"4,4",4+,Yarış,Lethe Studios,TR
https://apps.apple.com/tr/app/shishke-bob/id1554491421?l=tr,"4,5",4+,Bulmaca,Blay Games,TR
https://apps.apple.com/tr/app/truck-simulator-ultimate/id1553900372?l=tr,"4,4",4+,Simülasyon,Zuuks Games,TR
https://apps.apple.com/tr/app/traffic-rider/id951744068?l=tr,"4,4",4+,Yarış,Skgames Yazilim Muhendislik Teknoloji Ltd. Sti.,TR
https://apps.apple.com/tr/app/toon-blast/id1176027022?l=tr,"4,7",4+,Bulmaca,Peak Games,TR
https://apps.apple.com/tr/app/rise-up-balonu-koruyun/id1354452189?l=tr,N/A,N/A,N/A,N/A,N/A
https://apps.apple.com/tr/app/basketbol-arena-spor-oyunu/id1491198695?l=tr,"4,6",9+,Spor,MASOMO LIMITED,TR
https://apps.apple.com/tr/app/parking-master-multiplayer/id1528846936?l=tr,N/A,N/A,N/A,N/A,N/A
https://apps.apple.com/tr/app/oddmar/id1247397901?l=tr,"4,9",9+,Aksiyon,Mobge Ltd,TR
https://apps.apple.com/tr/app/kelimelik/id563803371?l=tr,"4,6",13+,Kelime,He2 Apps,EN
https://apps.apple.com/tr/app/dotcraft/id1370994578?l=tr,"4,5",4+,Bulmaca,Rootcraft,DE
https://apps.apple.com/tr/app/merge-dragons/id1208952944?l=tr,"4,7",9+,Bulmaca,Gram Games,TR
https://apps.apple.com/tr/app/manor-cafe-e%C5%9Fle%C5%9Ftirme-oyunu/id1358742711?l=tr,"4,5",4+,Bulmaca,Gamegos Teknoloji A.S.,TR
https://apps.apple.com/tr/app/sync-party-hard/id1109398535?l=tr,"4,9",4+,Bulmaca,Siis,TR
https://apps.apple.com/tr/app/%C3%A7anak-okey-mynet-oyun/id536523082?l=tr,"4,6",18+,Masa,VUVY,EN
https://apps.apple.com/tr/app/cake-sort-puzzle-3d/id1634480695?l=tr,"4,6",18+,Bulmaca,Lion Studios Plus,DE
https://apps.apple.com/tr/app/ston/id1238293204?l=tr,"4,2",4+,Bulmaca,Flat Games,EN
https://apps.apple.com/tr/app/space-colony-idle/id1476713225?l=tr,"4,3",4+,Strateji,Veloxia,EN
https://apps.apple.com/tr/app/mergedom-home-design-merge/id1549205071?l=tr,"4,6",4+,Bulmaca,Carry1st,DE
https://apps.apple.com/tr/app/toy-blast/id890378044?l=tr,N/A,N/A,N/A,N/A,N/A
https://apps.apple.com/tr/app/recontact-london-cyber-puzzle/id1538633834?l=tr,"5,0",13+,Bulmaca,Recontact Digital Arts Oyun Teknoloji Anonim Sirketi,EN
https://apps.apple.com/tr/app/silsile/id1442922490?l=tr,"4,7",4+,Kelime,Hurol Ozturk,EN
https://apps.apple.com/tr/app/clash-royale/id1053012308?l=tr,"4,4",9+,Strateji,Supercell,TR
https://apps.apple.com/tr/app/township/id638689075?l=tr,"4,7",13+,Basit Eğlence,Playrix,TR
https://apps.apple.com/tr/app/pk-xd-e%C4%9Flence-dost-oyunlar/id1449842729?l=tr,"4,6",4+,Macera,Afterverse Games,TR
https://apps.apple.com/tr/app/101-okey-yalla-canl%C4%B1-sesli/id1544887147?l=tr,"4,7",13+,Masa,Yalla Technology FZ-LLC,TR
https://apps.apple.com/tr/app/revenge-of-sultans/id1068427731?l=tr,"3,7",9+,Strateji,ONEMT,TR
https://apps.apple.com/tr/app/hay-day/id506627515?l=tr,"4,6",9+,Simülasyon,Supercell,TR
https://apps.apple.com/tr/app/avatar-world/id1635318586?l=tr,"4,6",4+,RYO,Pazu Games Ltd,EN
https://apps.apple.com/tr/app/league-of-legends-wild-rift/id1480616990?l=tr,"4,0",13+,Aksiyon,Riot Games,TR
https://apps.apple.com/tr/app/last-war-survival/id6448786147?l=tr,"4,7",13+,Strateji,FUNFLY PTE. LTD.,DE
https://apps.apple.com/tr/app/honor-of-kings/id1619254071?l=tr,"4,6",13+,Aksiyon,Level Infinite,TR
https://apps.apple.com/tr/app/tavla-plus-backgammon-plus/id1619948547?l=tr,"4,2",13+,Masa,Zynga Inc.,TR
https://apps.apple.com/tr/app/toptop-oyunlar-ve-sohbet/id1475867504?l=tr,"4,5",18+,Masa,MX INNOVATION PTE. LTD.,TR
https://apps.apple.com/tr/app/rise-of-kingdoms/id1354260888?l=tr,"4,3",9+,Strateji,Lilith Games,TR
https://apps.apple.com/tr/app/mobile-legends-bang-bang/id1160056295?l=tr,"4,4",13+,Aksiyon,MOONTON,TR
https://apps.apple.com/tr/app/castlevania-sotn/id1435456830?l=tr,"3,5",4+,Aksiyon,KONAMI,DE
https://apps.apple.com/tr/app/hyper-light-drifter/id1453875289?l=tr,"4,7",13+,Macera,Abylight S.L.,TR
https://apps.apple.com/tr/app/luck-be-a-landlord/id6450724928?l=tr,"5,0",13+,Strateji,TrampolineTales,TR
https://apps.apple.com/tr/app/kingdom-two-crowns/id1477991646?l=tr,"4,6",9+,Simülasyon,Raw Fury,EN
https://apps.apple.com/tr/app/scourgebringer/id1552864378?l=tr,"5,0",13+,Aksiyon,Plug In Digital,DE
https://apps.apple.com/tr/app/turnip-boy-commits-tax-evasion/id1609390613?l=tr,"4,4",4+,Macera,Plug In Digital,DE
https://apps.apple.com/tr/app/a-tiny-sticker-tale/id1668930992?l=tr,N/A,4+,Macera,Esteban Duran,DE
https://apps.apple.com/tr/app/squad-busters/id1668983788?l=tr,"4,4",9+,Aksiyon,Supercell,TR
https://apps.apple.com/tr/app/the-pathless/id6469709725?l=tr,N/A,9+,Macera,Annapurna Interactive,TR
https://apps.apple.com/tr/app/resident-evil-4/id6462360082?l=tr,"3,6",18+,Aksiyon,CAPCOM,DE
https://apps.apple.com/tr/app/gubbins-its-a-word-game/id1551894081?l=tr,"4,7",9+,Kelime,Studio Folly Pty Ltd,EN
https://apps.apple.com/tr/app/yes-your-grace/id6468678719?l=tr,"4,6",13+,RYO,Noodlecake,DE
https://apps.apple.com/tr/app/unpacking/id6450058135?l=tr,"4,7",4+,Basit Eğlence,Humble Bundle,TR
https://apps.apple.com/tr/app/crashlands-2/id1528199331?l=tr,"4,7",9+,Macera,"Butterscotch Shenanigans, Inc.",DE
https://apps.apple.com/tr/app/grid-legends-deluxe-edition/id6444311205?l=tr,"4,3",4+,Yarış,Feral Interactive Ltd,DE
https://apps.apple.com/tr/app/dead-cells/id1389752090?l=tr,"4,7",13+,Aksiyon,Playdigious,TR
